"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02741V03309","Sub Sector","UNIT","VALUE"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20194","2019Q4","-","Total Public Sector including Semi State bodies","Euro","29.26"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20194","2019Q4","08","Total Public Sector excluding Semi State bodies","Euro","29.54"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20201","2020Q1","01","Civil service","Euro","25.01"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20201","2020Q1","02","Defence","Euro","24.35"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20201","2020Q1","03","Garda Siochana","Euro","25.93"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20201","2020Q1","04","Education","Euro","40.88"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20201","2020Q1","05","Regional bodies","Euro","23.16"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20201","2020Q1","06","Health","Euro","26"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20201","2020Q1","07","Semi-State companies","Euro","27.68"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20201","2020Q1","09","Commercial Semi-State companies","Euro","27.06"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20201","2020Q1","10","Non commercial Semi-State companies","Euro","29.27"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20201","2020Q1","-","Total Public Sector including Semi State bodies","Euro","29.27"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20201","2020Q1","08","Total Public Sector excluding Semi State bodies","Euro","29.56"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20202","2020Q2","01","Civil service","Euro","24.97"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20202","2020Q2","02","Defence","Euro","24.69"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20202","2020Q2","03","Garda Siochana","Euro","26.28"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20202","2020Q2","04","Education","Euro","41.21"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20202","2020Q2","05","Regional bodies","Euro","23.08"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20202","2020Q2","06","Health","Euro","26.95"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20202","2020Q2","07","Semi-State companies","Euro","28.06"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20202","2020Q2","09","Commercial Semi-State companies","Euro","27.49"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20202","2020Q2","10","Non commercial Semi-State companies","Euro","29.36"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20202","2020Q2","-","Total Public Sector including Semi State bodies","Euro","29.8"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20202","2020Q2","08","Total Public Sector excluding Semi State bodies","Euro","30.1"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20203","2020Q3","01","Civil service","Euro","24.74"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20203","2020Q3","02","Defence","Euro","24.62"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20203","2020Q3","03","Garda Siochana","Euro","26.05"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20203","2020Q3","04","Education","Euro","41.88"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20203","2020Q3","05","Regional bodies","Euro","23.19"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20203","2020Q3","06","Health","Euro","26.36"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20203","2020Q3","07","Semi-State companies","Euro","27.67"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20203","2020Q3","09","Commercial Semi-State companies","Euro","26.95"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20203","2020Q3","10","Non commercial Semi-State companies","Euro","29.51"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20203","2020Q3","-","Total Public Sector including Semi State bodies","Euro","29.37"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20203","2020Q3","08","Total Public Sector excluding Semi State bodies","Euro","29.7"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20204","2020Q4","01","Civil service","Euro","25.83"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20204","2020Q4","02","Defence","Euro","25.31"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20204","2020Q4","03","Garda Siochana","Euro","26.77"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20204","2020Q4","04","Education","Euro","42.21"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20204","2020Q4","05","Regional bodies","Euro","23.69"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20204","2020Q4","06","Health","Euro","27.21"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20204","2020Q4","07","Semi-State companies","Euro","27.85"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20204","2020Q4","09","Commercial Semi-State companies","Euro","27.43"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20204","2020Q4","10","Non commercial Semi-State companies","Euro","28.85"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20204","2020Q4","-","Total Public Sector including Semi State bodies","Euro","30.07"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20204","2020Q4","08","Total Public Sector excluding Semi State bodies","Euro","30.47"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20211","2021Q1","01","Civil service","Euro","26.67"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20211","2021Q1","02","Defence","Euro","25.66"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20211","2021Q1","03","Garda Siochana","Euro","27.74"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20211","2021Q1","04","Education","Euro","42.41"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20211","2021Q1","05","Regional bodies","Euro","24.03"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20211","2021Q1","06","Health","Euro","27.22"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20211","2021Q1","07","Semi-State companies","Euro","27.97"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20211","2021Q1","09","Commercial Semi-State companies","Euro","27.04"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20211","2021Q1","10","Non commercial Semi-State companies","Euro","29.95"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20211","2021Q1","-","Total Public Sector including Semi State bodies","Euro","30.66"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20211","2021Q1","08","Total Public Sector excluding Semi State bodies","Euro","31.12"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20212","2021Q2","01","Civil service","Euro","27.47"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20212","2021Q2","02","Defence","Euro","25.53"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20212","2021Q2","03","Garda Siochana","Euro","27.93"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20212","2021Q2","04","Education","Euro","42.4"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20212","2021Q2","05","Regional bodies","Euro","23.89"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20212","2021Q2","06","Health","Euro","26.64"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20212","2021Q2","07","Semi-State companies","Euro","28.64"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20212","2021Q2","09","Commercial Semi-State companies","Euro","28"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20212","2021Q2","10","Non commercial Semi-State companies","Euro","30.05"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20212","2021Q2","-","Total Public Sector including Semi State bodies","Euro","30.56"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20212","2021Q2","08","Total Public Sector excluding Semi State bodies","Euro","30.88"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20213","2021Q3","01","Civil service","Euro","27.25"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20213","2021Q3","02","Defence","Euro","26.09"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20213","2021Q3","03","Garda Siochana","Euro","27.6"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20213","2021Q3","04","Education","Euro","43"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20213","2021Q3","05","Regional bodies","Euro","23.81"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20213","2021Q3","06","Health","Euro","27.31"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20213","2021Q3","07","Semi-State companies","Euro","28.13"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20213","2021Q3","09","Commercial Semi-State companies","Euro","27.36"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20213","2021Q3","10","Non commercial Semi-State companies","Euro","29.9"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20213","2021Q3","-","Total Public Sector including Semi State bodies","Euro","30.87"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20213","2021Q3","08","Total Public Sector excluding Semi State bodies","Euro","31.35"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20214","2021Q4","01","Civil service","Euro","27.54"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20214","2021Q4","02","Defence","Euro","25.83"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20214","2021Q4","03","Garda Siochana","Euro","27.53"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20214","2021Q4","04","Education","Euro","42.64"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20214","2021Q4","05","Regional bodies","Euro","24.4"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20214","2021Q4","06","Health","Euro","27.4"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20214","2021Q4","07","Semi-State companies","Euro","28.57"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20214","2021Q4","09","Commercial Semi-State companies","Euro","27.51"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20214","2021Q4","10","Non commercial Semi-State companies","Euro","31"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20214","2021Q4","-","Total Public Sector including Semi State bodies","Euro","30.91"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20214","2021Q4","08","Total Public Sector excluding Semi State bodies","Euro","31.3"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20221","2022Q1","01","Civil service","Euro","27.38"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20221","2022Q1","02","Defence","Euro","26.7"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20221","2022Q1","03","Garda Siochana","Euro","28.03"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20221","2022Q1","04","Education","Euro","42.38"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20221","2022Q1","05","Regional bodies","Euro","24.7"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20221","2022Q1","06","Health","Euro","26.88"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20221","2022Q1","07","Semi-State companies","Euro","28.61"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20221","2022Q1","09","Commercial Semi-State companies","Euro","27.66"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20221","2022Q1","10","Non commercial Semi-State companies","Euro","30.85"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20221","2022Q1","-","Total Public Sector including Semi State bodies","Euro","30.78"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20221","2022Q1","08","Total Public Sector excluding Semi State bodies","Euro","31.15"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20222","2022Q2","01","Civil service","Euro","27.31"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20222","2022Q2","02","Defence","Euro","26.14"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20222","2022Q2","03","Garda Siochana","Euro","28.78"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20222","2022Q2","04","Education","Euro","43.19"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20222","2022Q2","05","Regional bodies","Euro","25.07"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20222","2022Q2","06","Health","Euro","26.99"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20222","2022Q2","07","Semi-State companies","Euro","28.3"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20222","2022Q2","09","Commercial Semi-State companies","Euro","27.59"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20222","2022Q2","10","Non commercial Semi-State companies","Euro","30.15"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20222","2022Q2","-","Total Public Sector including Semi State bodies","Euro","31.01"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20222","2022Q2","08","Total Public Sector excluding Semi State bodies","Euro","31.49"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20223","2022Q3","01","Civil service","Euro","27.08"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20223","2022Q3","02","Defence","Euro","26.17"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20223","2022Q3","03","Garda Siochana","Euro","28.41"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20223","2022Q3","04","Education","Euro","43.54"
"EHQ10C04","Average Hourly Earnings excluding Irregular Earnings","20223","2022Q3","05","Regional bodies","Euro","25.23"
